source_id,url,title,body,published_at_utc,date_only,lang
ajar,https://www.aljazeera.net/science/2026/8/30/%d8%a8%d8%b9%d8%af-21-%d8%b9%d8%a7%d9%85%d8%a7-%d9%81%d9%8a-%d8%a7%d9%84%d9%81%d8%b6%d8%a7%d8%a1-%d8%b9%d9%8a%d9%86-%d9%86%d8%a7%d8%b3%d8%a7-%d8%aa%d8%ae%d8%b1%d8%ac-%d8%b9%d9%86?traffic_source=rss,"بعد 21 عاما في الفضاء.. ""عين ناسا"" تخرج عن السيطرة وتتجه نحو غلاف الأرض",بعد أكثر من 21 عاما من رصد انفجارات الكون، يقترب تلسكوب سويفت من العودة غير الموجهة إلى الأرض، عقب فشل مهمة روبوتية حاولت رفع مداره وإطالة عمره العلمي.,2026-08-30T13:26:31+00:00,0,ar
ajar,https://www.aljazeera.net/tech/2026/8/30/%d8%b3%d8%a8%d9%8a%d8%af%d9%88-%d8%aa%d8%b9%d9%8a%d8%af-%d8%a7%d8%ae%d8%aa%d8%b1%d8%a7%d8%b9-%d9%86%d8%b8%d8%a7%d8%b1%d8%a7%d8%aa-%d8%a7%d9%84%d8%b3%d8%a8%d8%a7%d8%ad%d8%a9?traffic_source=rss,"""سبيدو"" تعيد اختراع نظارات السباحة.. ذكاء يجمع بياناتك دون شاشة",تقدم سبيدو آي كيو مفهوما جديدا لنظارات السباحة الذكية، إذ تجمع بيانات دقيقة عن الضربات والتنفس وحركة الرأس والدوران دون شاشة، ثم تحللها عبر تطبيق لمساعدة السباح على فهم أدائه وتحسين تقنيته.,2026-08-30T13:23:05+00:00,0,ar
ajar,https://www.aljazeera.net/politics/2026/8/30/%d8%a7%d9%84%d8%ae%d9%8a%d8%b7-%d8%a7%d9%84%d9%82%d8%b1%d9%85%d8%b2%d9%8a-%d8%ac%d8%af%d8%a7%d8%b1-%d8%a3%d8%ba%d9%88%d8%a7%d8%b1-%d8%a5%d8%b3%d8%b1%d8%a7%d8%a6%d9%8a%d9%84?traffic_source=rss,"مشروع ""الخيط القرمزي"" حيلة أمنية أم مخطط إسرائيلي لضم الأغوار؟","ينفذ جيش الاحتلال الإسرائيلي مشروع ""الخيط القرمزي"" في قلب غور الأردن، وهو مخطط أُعلن عنه في أغسطس/آب 2025 بموجب وثيقة عسكرية وُقّعت من قائد المنطقة الوسطى آفي بالوت.",2026-08-30T13:21:43+00:00,0,ar
ajar,https://www.aljazeera.net/news/2026/8/30/%d9%87%d9%84-%d8%ad%d9%81%d8%b1%d8%aa-%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d8%a7-%d9%85%d9%85%d8%b1%d8%a7-%d8%b3%d8%b1%d9%8a%d8%a7-%d9%81%d9%8a-%d9%87%d8%b1%d9%85%d8%b2?traffic_source=rss,"هل حفرت أمريكا ""ممرا سريا"" في هرمز؟ وثائق وبيانات تفنّد الرواية المتداولة",ذكرت منصات إخبارية أن الجيش الأمريكي نفذ سرا أعمال تجريف لفتح ممر ملاحي جديد في الجانب العماني بعيدا عن المراقبة الإيرانية. فماذا تكشف الوثائق التاريخية وبيانات الملاحة وصور الأقمار الصناعية؟,2026-08-30T13:16:34+00:00,0,ar
ajar,https://www.aljazeera.net/news/2026/8/30/%d8%a3%d8%b1%d8%af%d9%88%d8%ba%d8%a7%d9%86-%d8%a7%d9%84%d8%ac%d9%8a%d8%b4-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a-%d9%8a%d8%b9%d9%8a%d8%b4-%d8%a3%d9%82%d9%88%d9%89-%d8%a3%d9%8a%d8%a7%d9%85%d9%87?traffic_source=rss,أردوغان: الجيش التركي يعيش أقوى أيامه,أكد الرئيس التركي أن جيش بلاده يعيش أقوى أيامه، وأشار إلى بلوغ الاكتفاء الذاتي في الصناعات الدفاعية أكثر من 82%. وقال إن تركيا أصبحت لاعبا بمستوى جديد، مؤكدا مواصلة تطوير قدراتها العسكرية والدفاعية.,2026-08-30T13:10:51+00:00,0,ar
ajar,https://www.aljazeera.net/politics/2026/8/30/%d9%81%d9%84%d8%b3%d8%b7%d9%8a%d9%86-%d9%85%d8%b3%d9%8a%d8%ad%d9%8a-%d8%a7%d9%84%d9%82%d8%af%d8%b3-%d8%a7%d9%84%d8%b6%d9%81%d8%a9-%d8%a7%d8%ad%d8%aa%d9%84%d8%a7%d9%84?traffic_source=rss,بعد أسبوع من سكنه.. مستوطنون يهجرون مسيحيا فلسطينيا من منزله,بعد 7 سنوات من الكد والتعب لم تكتمل فرحة الفلسطيني بشير كونة، إذ اضطر إلى هجر منزله الذي بناه بعد مشقة، والسبب تربص المستوطنين به والاعتداءات المستمرة عليه دون أي رادع أو مانع.,2026-08-30T12:55:16+00:00,0,ar
ajar,https://www.aljazeera.net/arts/2026/8/30/%d8%a8%d9%84%d8%a7%d8%af%d9%83-%d8%aa%d8%ad%d8%aa%d8%b1%d9%82-%d9%88%d8%a3%d9%86%d8%aa-%d8%aa%d9%82%d9%8a%d9%85-%d8%a7%d9%84%d8%ad%d9%81%d9%84%d8%a7%d8%aa-%d8%a7%d9%84%d8%b4%d8%a7%d8%a8?traffic_source=rss,"""بلادك تحترق وأنت تقيم الحفلات"".. الشاب خالد يواجه انتقادات واسعة",أثار الشاب خالد موجة انتقادات بعد إحيائه حفلا في المغرب بالتزامن مع حرائق الجزائر، إذ وجهت له اتهامات بتجاهل تداعيات الكارثة وحالة الحداد في بلاده,2026-08-30T12:51:11+00:00,0,ar
bbc_en,https://www.bbc.co.uk/news/articles/c5ye8egg596o?at_medium=RSS&amp;at_campaign=rss,Russia says it helped to repel Niger attempted coup,"Soldiers tried to attack a key military base early on Saturday morning, authorities say, but were thwarted.",2026-08-30T16:33:17+00:00,0,en
irna,https://en.irna.ir/news/86250319/Mexican-lawmaker-pays-tribute-to-Iranian-people-s-resistance,Mexican lawmaker pays tribute to Iranian people’s resistance,"Tehran, IRNA – A member of Mexico’s Chamber of Deputies has paid tribute to the resistance of the Iranian people, calling for global solidarity among resistance nations.",2026-08-30T16:20:23+00:00,0,en
tg_padeshah_fxn,https://t.me/Padeshah_FXN/12522,,⭕ یونیوز: تهران گفته اسرائیل از لبنان بیرون نکشه، شمال اسرائیل رو میزنیم! 👑 @Padeshah_FXN,2026-08-30T16:16:32+00:00,0,fa
tg_padeshah_fxn,https://t.me/Padeshah_FXN/12521,,⭕ ترامپ: ذخایر استراتژیک نفت را با استفاده از نفت ونزوئلا دوباره پر خواهیم کرد. 👑 @Padeshah_FXN,2026-08-30T16:09:02+00:00,0,fa
tg_padeshah_fxn,https://t.me/Padeshah_FXN/12520,,⭕ یک منبع اسرائیلی گزارش داد ارتش اسرائیل در حال پیشروی برای کنترل ارتفاعات «علی الطاهر» در لبنان است و بخش‌هایی از زیرساخت‌های مجتمع علی الطاهر را منهدم کرده است. 👑 @Padeshah_FXN,2026-08-30T16:08:41+00:00,0,fa
tg_padeshah_fxn,https://t.me/Padeshah_FXN/12519,,⭕ هواپیماهای جنگنده اسرائیل بر فراز جنوب لبنان 👑 @Padeshah_FXN,2026-08-30T16:07:48+00:00,0,fa
tg_padeshah_fxn,https://t.me/Padeshah_FXN/12518,,"⭕ ترامپ: یکی از اقداماتی که قرار است با نفت ونزوئلا انجام دهم، پر کردن ذخایر ملی استراتژیک است که به دلیل عملکرد آقای جو بایدن، عملاً خالی شده است. فرایند ""تکمیل"" این ذخایر به زودی آغاز خواهد شد و این یک هدیه از سوی ونزوئلا به مردم ایالات متحده است. متشکرم! 👑 @Padeshah_FXN",2026-08-30T16:06:45+00:00,0,fa
tg_esellco,https://t.me/esellco/32093,,"ترامپ: یکی از اقداماتی که قرار است با نفت ونزوئلا انجام دهم، پر کردن ذخایر ملی استراتژیک است که به دلیل عملکرد آقای جو بایدن، عملاً خالی شده است. فرایند ""تکمیل"" این ذخایر به زودی آغاز خواهد شد و این یک هدیه از سوی ونزوئلا به مردم ایالات متحده است. متشکرم! https://t.me/esellco",2026-08-30T16:19:43+00:00,0,fa
tg_esellco,https://t.me/esellco/32092,,🚨 دو اسکادران جنگنده F-16 به همراه تعدادی هواپیمای ترابری نظامی به خاورمیانه اعزام شدند https://t.me/esellco,2026-08-30T16:18:57+00:00,0,fa
tg_fighter_radar,https://t.me/fighter_radar/134947,,#فوری شلیک کروز / پهپاد از ایران به سمت تنگه هرمز 📝 AmirF15 👑 @Fighter_Radar,2026-08-30T16:28:42+00:00,0,fa
tg_fighter_radar,https://t.me/fighter_radar/134946,,#فوری شلیک کروز / پهپاد از ایران به سمت تنگه هرمز 📝 AmirF15 👑 @Fighter_Radar,2026-08-30T16:23:58+00:00,0,fa
tg_fighter_radar,https://t.me/fighter_radar/134944,,"درگیری سرهنگ خلبان بهمن فرقانی (خلبان فانتوم) با یک آخوند سرهنگ خلبان بهمن فرقانی جانشین فرمانده پایگاه چهارم شکاری تاکتیکی وحدتی دزفول: ""زمان جنگ، آخوند رسول منتجب‌نیا (نمایندهٔ خمینی و اصلاح‌طلب فعلی!) به پایگاه آمد و پیشنهاد داد برای بستن تنگهٔ هرمز، در فاصلهٔ عمان تا ساحل ایران، قایق‌های موتوری را با طناب به هم ببندیم تا عرض تنگه بسته شود! به ریشش خندیدم و گفتم: «چرا مزخرف می‌گویی؟» زیرآبم را ...",2026-08-30T16:19:35+00:00,0,fa
tg_fighter_radar,https://t.me/fighter_radar/134941,,جنگنده‌های اسرائیلی مناطقی در نزدیکی زَوتر الشرقیه و میفدون در جنوب لبنان را هدف حملات هوایی قرار دادند. 📝 Helion 👑 @Fighter_Radar,2026-08-30T16:14:02+00:00,0,fa
tg_geopolitics_prime,https://t.me/geopolitics_prime/73916,,"🇷🇺 🔥 Russian drone slams range record in Ukraine A Russian Geran-4 drone launched from Crimea flew 960 kilometers into Ukraine's Volyn region in under two hours this week, according to military analysts. The record-setting distance is the same as from London to Berlin. Ukrainian sources warn that previously considered relatively safe regions Lvov and Ivano-Frankovsk could now be within range. The ...",2026-08-30T16:23:01+00:00,0,en
tg_irane_azad_news,https://t.me/IraneAzad_News/69169,,سعید جلیلی: این تصور که با مذاکره مسائل حل میشه، باید اصلاح بشه. 👑 📰 @IraneAzad_News,2026-08-30T16:24:18+00:00,0,fa
tg_irane_azad_news,https://t.me/IraneAzad_News/69168,,آخرین تلاش‌های صداوسیما برای جذب مخاطب؛ آموزش رقص در شبکه سه: 👑 📰 @IraneAzad_News,2026-08-30T16:19:16+00:00,0,fa
tg_irane_azad_news,https://t.me/IraneAzad_News/69167,,🎁 مجموع جوایز نقدی رولت زنده 🔘 🔥 با ثبت پیش‌بینی در بازی‌های رولت زنده جایگاهتان را در تورنمنت ارتقا دهید و سهم بیشتری را از مجموع جوایز ۱۰ میلیارد ریالی بت‌فوروارد دریافت کنید. اطلاعات بیش‌تر و قوانین بونوس: 🔗 bfrd.link/ROU 👍 ورود به سایت با فیلترشکن کلیک کنید BetForward.com کلیک کنید BetForward.com 🟢 دریافت سرورفیلترشکن رایگان 🅰 g8 💻 @BetForward,2026-08-30T16:19:05+00:00,0,fa
tg_iranian_militarism,https://t.me/Iranian_Militarism/90430,,📡 آخرین رصد نیروی هوایی سلطنتی بریتانیا (RAF) 🔹 طبق گزارش های اوسینت: امروز بعدازظهر تعداد قابل‌توجهی از هواگردهای نیروی هوایی سلطنتی بریتانیا در سراسر اروپا به پرواز درآمده‌اند؛ به نظر می‌رسد در میان آن‌ها چند فروند از هواگردهایی که اخیراً به پایگاه RAF آکروتیری در قبرس وارد شده بودند نیز در حال بازگشت در مسیر مخالف هستند: C-17A با نام پروازی RRR6403 — شماره بدنه ZZ178 C-17A با نام پروازی RRR6995...,2026-08-30T16:15:04+00:00,0,en
tg_minas_tirith,https://t.me/Minas_Tirith2024/14309,,ببینید از حملات متعددی به ادوات و نیروی‌های مورد حمایت سعودی توسط ریزپرنده بمب‌افکن رجوم انصار الله @RedLionCorps,2026-08-30T16:24:13+00:00,0,en
tg_rnintel,https://t.me/rnintel/65879,,🇮🇷 🇴🇲 ⚡ - Iranian projectiles struck a civilian tanker in the Strait of Hormuz. The tanker was attempting to enter the Gulf from the Gulf of Oman.,2026-08-30T16:32:23+00:00,0,en
tg_rnintel,https://t.me/rnintel/65878,,🇬🇧 🇮🇱 ⚡️ - Rupert Lowe says that Israel must clarify its position on the Falkland Islands after PM Netanyahu's son and many other zionist jews in the US and the west claim they belong to Argentina.,2026-08-30T16:28:38+00:00,0,en
tg_rnintel,https://t.me/rnintel/65877,,🇱🇧 🇮🇱 ⚡️ - Visual confirmation of the moment a Hezbollah FPV drone struck a group of IDF soldiers in southern Lebanon.,2026-08-30T16:14:43+00:00,0,en
tg_tabzlive,https://t.me/tabzlive/100762,,"🇮🇷 🇴🇲 ⚡️ — A tanker was struck by a projectile while transiting inbound through the Strait of Hormuz, around 12 nautical miles north of Khasab, Oman. No casualties or environmental impact have been reported.",2026-08-30T16:28:07+00:00,0,en
tg_tabzlive,https://t.me/tabzlive/100761,,🇱🇧 ❌ 🇮🇱 — WATCH: A Hezbollah FPV drone targets an IDF Merkava tank and a group of IDF soldiers in southern Lebanon. The female soldier who is recording the incident is injured by the strike and receives medical attention from the other soldiers.,2026-08-30T16:18:11+00:00,0,en
tg_tabzlive,https://t.me/tabzlive/100758,,🇮🇱 ❌ 🇱🇧 — Israeli warplanes carried out airstrikes near Zawtar al-Sharqiyah and Meidoun in southern Lebanon.,2026-08-30T16:10:45+00:00,0,en
tg_vira_university,https://t.me/virauniversitycom/19427,,تلسکوپ رومن ناسا سفر خود را برای کشف رازهای کیهان آغاز کرد تلسکوپ فضایی رومن ناسا با موفقیت به وسیله موشک فالکون هوی اسپیس‌ایکس به فضا پرتاب شد تا تصویری گسترده‌تر از جهان در اختیار دانشمندان قرار دهد. این رصدخانه پیشرفته با بررسی میلیاردها ستاره، مطالعه ماده تاریک، انرژی تاریک و جست‌وجوی سیارات فراخورشیدی، قرار است مکملی برای هابل و جیمز وب باشد. رومن پس از رسیدن به مدار نهایی خود، تصاویر بسیار ب...,2026-08-30T16:32:37+00:00,0,fa
tg_wfwitness,https://t.me/wfwitness/108839,,"⚡️ 🇴🇲 🇮🇷 UKMTO: A tanker was struck by an unknown projectile while transiting inbound through the Strait of Hormuz, approximately 12 nautical miles north of Khasab, Oman. @wfwitness 💧 Rainbet.com the #1 Non-KYC Crypto Casino & Sportsbook @rainbetcom +18",2026-08-30T16:23:08+00:00,0,en
tg_wfwitness,https://t.me/wfwitness/108838,,⚡️ 🇱🇧 🇮🇱 Israeli jets over southern Lebanon. @wfwitness 💧 Rainbet.com the #1 Non-KYC Crypto Casino & Sportsbook @rainbetcom +18,2026-08-30T16:15:59+00:00,0,en
tg_wfwitness,https://t.me/wfwitness/108837,,"⚡️ 🇱🇧 🇮🇱 Additional footage of the Israeli airstrikes which targeted an area between the towns of Maifadoun and Zawtar al-Sharqiyah, southern Lebanon. @wfwitness 💧 Rainbet.com the #1 Non-KYC Crypto Casino & Sportsbook @rainbetcom +18",2026-08-30T16:14:16+00:00,0,en
tg_wfwitness,https://t.me/wfwitness/108835,,⚡️ 🇱🇧 🇮🇱 Israeli jets over southern Lebanon. @wfwitness 💧 Rainbet.com the #1 Non-KYC Crypto Casino & Sportsbook @rainbetcom +18,2026-08-30T16:08:33+00:00,0,en
tg_wfwitness,https://t.me/wfwitness/108832,,⚡️ 🇱🇧 🇮🇱 Additional footage showcasing the Israeli airstrike that targeted Al-Mansouri in southern Lebanon. @wfwitness 💧 Rainbet.com the #1 Non-KYC Crypto Casino & Sportsbook @rainbetcom +18,2026-08-30T16:05:56+00:00,0,en
al_jazeera,https://www.aljazeera.com/opinions/2026/8/30/educated-skilled-ambitious-traffickers-are-looking-for-you?traffic_source=rss,Educated? Skilled? Ambitious? Traffickers are looking for you,Young jobseekers are being recruited into scam compounds. Urgent action is needed to disrupt these trafficking schemes.,2026-08-30T16:03:27+00:00,0,en
al_jazeera,https://www.aljazeera.com/video/talk-to-al-jazeera/2026/8/30/rohingya-crisis-aid-falls-and-hope-fades?traffic_source=rss,Rohingya crisis: Aid falls and hope fades,"UNHCR's Bangladesh representative, Ivo Freisen, warns that dwindling aid is driving hope down among Rohingya refugees.",2026-08-30T16:00:11+00:00,0,en
al_manar,https://almanar.com.lb/article/1139277/,مصدر عسكري يمني لوكالة “سبأ”: ضربات القوات المسلحة اليمنية التي نشرها الإعلام الحربي استهدفت أهدافًا دقيقة وحساسة وأفشلت تحركات ضمن التحضيرات السعودية المستمرة للمعركة البرية,,2026-08-30T16:32:05+00:00,0,ar
al_manar,https://almanar.com.lb/article/1139247/,بالصورة | الطيران الحربي يشن 3 غارات على المنطقة الواقعة بين زوطر الشرقية و ميفدون,شن الطيران الحربي الاسرائيلي 3 غارات على المنطقة الواقعة بين زوطر الشرقية و ميفدون.,2026-08-30T16:18:19+00:00,0,ar
al_manar,https://almanar.com.lb/article/1139232/,الرئيس بري استقبل في عين التينة الرئيس السابق للحزب التقدمي الاشتراكي الوزير السابق وليد جنبلاط,استقبل دولة رئيس مجلس النواب الأستاذ نبيه بري، في مقر الرئاسة الثانية في عين التينة، الرئيس السابق للحزب التقدمي الاشتراكي، الوزير السابق وليد جنبلاط، الذي قدّم للرئيس بري مذكراته التي صدرت في كتاب بعنوان «قدرٌ في هذا المشرق». وكانت الزيارة أيضًا مناسبة جرى خلالها عرضٌ لتطورات الأوضاع في لبنان والمنطقة، والمستجدات السياسية والميدانية. جنبلاط، وبعد …,2026-08-30T16:17:10+00:00,0,ar
al_manar,https://almanar.com.lb/article/1139167/,احتفالاً بالمولد النبوي الشريف.. افتتاح القرية الكشفية في النبي شيت بمهرجان ترفيهي وثقافي,في أجواء المولد النبوي الشريف، افتتحت بلدية النبي شيت وكشافة الإمام المهدي (عج) القرية الكشفية، خلال مهرجان ترفيهي وثقافي تضمن أنشطة وفعاليات متنوعة، وسط أجواء احتفالية شارك فيها أبناء البلدة والعائلات.,2026-08-30T16:16:23+00:00,0,ar
al_manar,https://almanar.com.lb/article/1139212/,مراسل المنار: الطيران الإسرائيلي يشن غارة بين زوطر وميفدون وغارة أخرى بين زوطر وارنون,,2026-08-30T16:16:08+00:00,0,ar
al_manar,https://almanar.com.lb/article/1139177/,بن غفير يتفاخر بالتضييق على الأسيرات الفلسطينيات.. تساؤلات حول نموذج الاحتلال والسلام,يتفاخر وزير الأمن القومي الإسرائيلي إيتمار بن غفير بإجراءات التضييق والانتهاكات بحق الأسيرات الفلسطينيات، في مشهد يعكس جانبًا من سياسات الاحتلال تجاه الأسرى الفلسطينيين. وفي مقابل ذلك، تبرز تساؤلات حول جدوى الرهان على السلام مع كيان يمارس هذه السياسات، في وقت تواصل فيه السلطة اللبنانية مسارها السياسي تجاهه.,2026-08-30T16:15:44+00:00,0,ar
al_manar,https://almanar.com.lb/article/1139182/,العدو نفذ غارة بين زوطر وميفدون وغارة بين زوطر وارنون,,2026-08-30T16:15:41+00:00,0,ar
al_manar,https://almanar.com.lb/article/1139162/,مراسل المنار: الطيران الحربي المعادي اغار مستهدفا بلدة المنصوري,,2026-08-30T16:15:14+00:00,0,ar
al_manar,https://almanar.com.lb/article/1139172/,اعتداءات الاحتلال تتواصل جنوبًا.. قصف وتفجيرات وإحراق للأحراج في أكثر من بلدة,تواصلت الاعتداءات الصهيونية على جنوب لبنان، مع قصفٍ بالأسلحة الرشاشة والمدفعية، إلى جانب إحراق مساحات من الأحراج وتنفيذ تفجيرات في أكثر من بلدة لبنانية، في تصعيد ميداني متواصل يفاقم التوتر في المنطقة الحدودية.,2026-08-30T16:15:05+00:00,0,ar
maariv,https://www.maariv.co.il/breaking-news/article-1361257,מיכלית נפגעה מטיל ליד עומאן,,2026-08-30T16:32:10+00:00,0,he
maariv,https://www.maariv.co.il/breaking-news/article-1361254,רוכב אופניים בן 25 נפגע באורח בינוני מרכב בלקיה,,2026-08-30T16:20:34+00:00,0,he
maariv,https://www.maariv.co.il/breaking-news/article-1361249,"איראן בהלם מוחלט: מדינות המפרץ נוהרות לנשק של ישראל - ""עד חתימה עדיף לא לדבר""",,2026-08-30T16:08:23+00:00,0,he
maariv,https://www.maariv.co.il/breaking-news/article-1361248,"ישראל שוב הדהימה את העולם - גם ספרד בפנים: ""אני לא יכול לפרט""",,2026-08-30T16:05:24+00:00,0,he
